product_id,product_type,sentiment,sentiment_ratio,summary
5051186,갈비탕,positive,40,"이 제품은 가격대에 비해 좋고 맛있다는 평이 많으며, 가족 모두에게 적합한 편리한 제품입니다."
5052664,소내장탕,negative,12,"이 제품은 맛이 좋지만 무가 많이 들어가고 시래기가 있고 양이 적다는 문제가 있고, 컬리에서 구매한 후 제품의 품질이 떨어집니다. 배송 시 택배 기사와 제품 문제도 발생했습니다."
5052664,소내장탕,positive,84,"이 제품은 가격대에 비해 맛과 양이 풍부하며, 냉동으로 간편하게 끓여 먹을 수 있어 편리하고 가족 모두에게 적합하지만 유통기한이 짧다는 단점이 있습니다."
5052864,차돌 청국장,positive,92,이 제품은 맛과 양이 모두 만족스럽고 가족 모두에게 적합한 제품입니다.
5052865,사골 황태국,negative,18,"포장지의 문제점으로는 종이 패키지의 국물이 새는 문제, 비닐 봉투의 녹은 사골이 흘러내리는 문제, 포장지의 위생 상태가 찜찜하다는 문제가 있습니다."
5052865,사골 황태국,positive,74,"이 제품은 해장과 든든한 한 끼로도 적합한 제품입니다. 아기 먹이기에 적합하여 구매하는 고객이 많으며, 달걀만 풀어 첨가하면 맛있게 먹을 수 있습니다."
5053979,사골 도가니탕,negative,60,"이 제품은 여러 가지 문제점을 가지고 있습니다. 우유와 비슷한 색상의 국물, 인위적인 고소한 맛, 기름이 많고 국물이 변한 것처럼 보이는 등 여러 가지 문제가 있습니다. 또한, 위생 상태가 좋지 않아 머리카락이 도가니에 박혀 있는 경우가 있습니다."
5053979,사골 도가니탕,positive,38,"이 제품은 가격이 저렴하고 맛이 좋으며, 토핑이 풍부하여 많은 사람들이 만족스럽게 평가합니다. 또한 집에서 간단하게 끓일 수 있어 편리하고, 양도 충분하여 가족 모두에게 적합합니다."
5053980,한우 사골 곰탕,negative,30,"이 리뷰는 컬리에서 구입한 사골 곰탕에 대한 고객의 불만을 담고 있습니다. 주요 문제점으로는 냄새가 나고 터진 제품, 맛과 국물의 문제, 가격 대비 품질이 좋지 않음, 검수 과정의 의심, 취소 후 마음이 불편한 점이 있습니다."
5053980,한우 사골 곰탕,positive,68,"이 제품은 가격대에 비해 맛과 양이 만족스럽습니다. 국물이 진하고 고소하여 떡국 끓여 먹기 좋으며, 양도 충분합니다."
5053981,한우 사골 고기 곰탕,negative,26,"이 제품은 고객들로부터 많은 불만을 들었습니다. 일부 고객들은 제품을 받았을 때 포장 문제로 옷이 망가졌고, 냉동 후 맛이 떨어진다는 점을 불만으로 제기했습니다. 또한, 제품의 가격이 비싼 것 같다는 의견을 제시했습니다."
5053981,한우 사골 고기 곰탕,positive,70,"이 제품은 맛과 편리성이 뛰어나며, 집에서 간단히 끓여 먹을 수 있어 좋습니다."
5055553,콩비지찌개,negative,8,이 제품은 맛이 싱겁고 느끼하다는 의견이 많으며 냄새가 고소하고 냉동 포장으로 위생상에 문제가 있어 보이는 의견도 있습니다.
5055553,콩비지찌개,positive,88,"이 제품은 가격에 비해 좋은 제품입니다. 집에서 쉽게 끓여 먹을 수 있어서 편리하고, 양도 충분해서 가족 모두에게 적합합니다. 단, 유통기한이 짧다는 단점이 있습니다."
5055823,진한 갈비탕,negative,64,"이 제품은 맛이 별로이며, 고기가 질기고 냄새가 나서 먹기 불편합니다. 일부人は 국물이 괜찮지만 고기가 질기고 냄새가 나서 불편하다고 생각합니다. 또한, 국물이 짭짤하고 기름이 많아 기름을 제거할 수 없게 느껴집니다."
5055823,진한 갈비탕,positive,34,"이 제품은 가격에 비해 좋은 가치와 풍부한 토핑으로 인기가 많으며, 편리한 집용으로 가족 모두에게 적합합니다."
5055824,진한 소고기국밥,negative,16,이 제품은 맛이 떨어지는 문제점이 많습니다.
5055824,진한 소고기국밥,positive,84,"이 제품은 맛있고 양도 푸짐해서 가족 모두에게 적합한 제품입니다. 간편하게 끓여 먹을 수 있어서 편리하고, 냄비를 바로 끓일 수 있어서 편리합니다. 내용물도 알차고 든든하게 먹기 괜찮고, 건더기도 많고 맛있으며 간도 적당합니다."
5056783,찹쌀 진순대국,negative,32,"소비자는 제품을 여러 번 구매해 먹었지만 최근 구매한 제품에서 문제가 발생했습니다. 주요 불만 사항으로는 검은색 알맹이와 날파리 벌레, 머리 고기에 돼지 털, 기름이 많고 맛이 없다는 점, 이빨이 들어있는 점, 기름이 너무 많아 삼겹살 국과 비슷한 점이 있습니다."
5056783,찹쌀 진순대국,positive,62,"이 제품은 맛있고 양도 푸짐하여 가족 모두에게 적합합니다. 특히, 진한 맛을 좋아하시는 분들에게 추천할만한 제품입니다."
5057668,경복궁 BLACK 도가니탕&고기곰탕 (4개입),negative,26,"이 제품은 추석 선물로 시댁 어르신네에게 발송했을 때 다른 제품을 받았습니다. 배송 상자 제작이 여유 있게 이루어지지 않아 제품이 손상되었습니다. 또한, 동일한 제품의 가격이 시간 차도 없이 변동되는 것에 대한 불만이 있습니다. 도가니탕은 맛있지만, 국물이 우유 빛깔로 느껴지는 문제가 있고, 도넛 박스가 젖어 도넛도 젖었으며, 고기 곰탕은 도가니탕보다 유통 기한이 짧다는 의견이 있습니다."
5057668,경복궁 BLACK 도가니탕&고기곰탕 (4개입),positive,70,"이 제품은 고급스럽고 예쁘게 포장되어 선물용으로 적합하며, 국물이 진하고 맛있으며 간 조절이 가능하여 기호에 맞게 즐길 수 있습니다. 또한 냉동 상태에서도 냄새가 거의 없고 신선한 재료로 제작되어 신선한 맛을 느낄 수 있습니다."
5057898,소고기 무국,negative,14,"이 제품은 비상 식품으로 구매했지만 냉동 상태에서 사용할 수 없다는 불만이 많고, 육수 양이 부족하여 국 끓이기 어렵다는 문제가 있습니다. 배송 시기와 지연에 대한 불만도 있어요."
5057898,소고기 무국,positive,76,"이 제품은 간편하고 맛있는 무국으로, 냉동고에 미리 쟁여두면 편리합니다. 소고기 무국은 맛있고 양이 적당합니다."
5058878,프리미엄 어묵탕,negative,4,"이 제품에는 벌레가 발견되는 문제가 있습니다. 또한, 이 제품을 사서 사용한 사람들은 앞으로 이 제품을 사서 사용할 때 다시 고민하게 될 것 같습니다."
5058878,프리미엄 어묵탕,positive,96,"고래 사 어묵은 맛있고 건강한 어묵으로 맛별로 모양별로 먹는 재미도 있고 쫀득쫀득한 맛이 좋아요. 보존제와 착색제, 밀가루가 들어가지 않아서 아이들에게도 안전하게 먹일 수 있어요."
5058975,진한 소고기 곱창전골,negative,20,이 제품은 가격이 비싸고 내용물이 부족하여 좋지 않습니다. 처음에는 만족했지만 점점 더 나빠집니다. 국물은 맛있지만 고기는 부족하여 재구매 의사 없습니다.
5058975,진한 소고기 곱창전골,positive,74,"이 제품은 맛있고 양도 넉넉한 편입니다. 건더기가 풍부하고 국물이 진해져서 좋습니다. 특히, 건더기가 많아진 제품은 더 맛있게 먹을 수 있어요."
5059007,동태탕,negative,26,"이 제품은 간편하게 먹을 수 있지만, 냉동 야채의 한계로 맛이 부족하다는 의견이 많아요."
5059007,동태탕,positive,68,"이 제품은 한 끼 식사로 좋고, 야채는 냉동 상태라서 편리합니다. 시원하고 맛있으며 재구매 생각 있습니다."
5060056,들기름향 솔솔 고흥 미역국,negative,2,"리뷰에서는 식구들이 만든 미역국이 잘 먹히지 않고, 막들이 이 제품을 마시는 것에 대해 의문을 제기하고 있습니다."
5060056,들기름향 솔솔 고흥 미역국,positive,96,"이 제품은 가격대에 비해 좋은 가치가 있고, 다양한 토핑으로 맛이 좋다고 말하는 사람들이 많아요. 집에서 간단하게 끓여 먹을 수 있어서 편리하고, 양도 충분해서 가족 모두에게 적합해요."
5061723,양지곰탕 600g,negative,12,"고객은 제품의 질감에 불만을 토로하고 있으며, 제품의 일부분에 붙어 있는 불쾌한 물질 때문에 불편한 경험을 겪었습니다."
5061723,양지곰탕 600g,positive,88,"이 제품은 가격에 비해 만족스러운 맛과 풍부한 토핑으로 인기가 많으며, 집에서 쉽게 끓일 수 있어 편리하고 가족 모두에게 적합합니다."
5061780,사골 황태미역국,negative,14,가시가 들어 있는 황태와 제품의 문제로 불만이 많았습니다.
5061780,사골 황태미역국,positive,82,"이 제품은 맛있는 국을 제공하며 고객들이 만족스럽게 사용하고 있습니다. 특히 국물이 진하고 구수한 맛을 즐길 수 있으며, 냉동해두고 급할 때 먹기 좋고 간편하게 먹을 수 있습니다. 또한, 다양한 맛을 제공하고 있으며 사골과 황태가 들어간 국은 맛있고 영양가가 풍부합니다."
5061835,사골만두칼국수,negative,4,"이 제품은 기대와 달라 사골 국물이 아니며, 순수 사골 농축액이 아닌 사골 식물성 크림 조미료가 강하게 들어있다."
5061835,사골만두칼국수,positive,96,"이 제품은 가격대비 맛이 좋고, 토핑이 풍부해서 좋다는 평이 많아요. 집에서 간편하게 끓일 수 있어 편리하고, 양도 충분해서 가족 모두에게 적합해요."
5062287,특설렁탕,negative,18,"고기 부위가 이상하고 질겨 맛이 실망스럽고, 기름기가 많으며 누린내가 강합니다."
5062287,특설렁탕,positive,80,"이 제품은 푸짐하고 맛있는 설렁탕으로, 양이 많고 고기 양이 풍부합니다. 특히 세일할 때 재구매 의사가 많은 편리한 냄비 18cm에 적합한 양과 국물이 진득하고 맛있으며, 건더기도 많아 술안주로도 좋을 거 같아요."
5062288,도가니탕,negative,24,"이 제품은 기름이 많고, 도가니가 적다는 불만이 많습니다. 또한, 기대에 미치지 못한 점도 불만으로 나타났습니다."
5062288,도가니탕,positive,66,"이 제품은 맛이 좋고 국물이 진하고 양이 푸짐합니다. 도가니의 맛과 양, 국물의 진함이 만족스럽고, 냉동 상태에서도 맛이 괜찮고 가성비도 좋습니다."
5062297,곱창 해장국,negative,10,이 제품은 불만이 많은 것으로 보아似乎 만족스럽지 않습니다.
5062297,곱창 해장국,positive,86,"이 제품은 양이 많고 맛이 좋으며, 집에서 간편하게 먹을 수 있어 편리합니다."
5063932,고기듬뿍 아롱사태 곰탕,negative,6,이 제품은 맛은 나쁘지 않지만 느끼한 맛이 있다는 의견이 있어요. 양이 조금 더 많았으면 좋았을 것 같다는 의견이 있지만 재구매는 하지 않는다는 의견이 있어요.
5063932,고기듬뿍 아롱사태 곰탕,positive,92,"이 제품은 맛있고, 고기가 많으며, 국물이 담백하고 깔끔합니다. 간이 조미료 맛이 살짝 강하며, 국물만 담아도 좋습니다."
5064024,키즈 곰국 (5개입),negative,18,이 제품은 냄새가 좋지 않아 애기가 먹지 않는다는 의견이 많습니다. 기름이 많아 기호가 떨어집니다. 기름을 제거해 주시면 좋을 것 같습니다.
5064024,키즈 곰국 (5개입),positive,76,"이 제품은 아이들이 좋아하는 맛이면서도 건강한 선택으로 기대 이상의 만족을 주는 제품입니다. 

가성비가 좋은 이 제품은 토핑이 풍부하여 맛이 좋으며, 집에서 간편하게 끓여 먹을 수 있어 편리합니다. 또한, 양이 푸짐하여 가족 모두에게 적합합니다."
5066024,옛날청국장,negative,18,이 제품은 3중 포장으로 불편하고 맛이 약하거나 신맛이 강하다는 불만이 많아요.
5066024,옛날청국장,positive,80,"둥구나 무 청국장은 맛이 좋고 두부의 질감이 부드럽고 좋습니다. 냉장 청국장은 담백하고 자극적이지 않은 맛을 가지고 있으며, 집에서 끓인 것처럼 맛이 납니다. 이 제품은 가성비가 좋고 양도 적당하며 가족 모두에게 적합합니다."
5066066,고기왕만두,negative,12,"이 제품은 기대와 달리 맛이 만족스럽지 않으며, 다른 만두와 비슷한 맛을 가지고 있어요. 이전에는 더 맛있었던 것 같지만 현재는 시판 만두와 비슷한 맛을 가지고 있어요."
5066066,고기왕만두,positive,82,"이 제품은 맛과 양이 풍부한 만두입니다. 기름이 적고 담백한 맛이 좋으며, 만두국이나 칼국수에 넣어 먹거나 야식으로 구울 때도 좋습니다."
5066505,소고기 된장찌개,negative,30,이 제품은 기름이 많고 감자가 썩어 오거나 많아 불만족스럽습니다.
5066505,소고기 된장찌개,positive,70,"이 제품은 가격이 합리적이고 맛도 좋으며, 가족 모두가 먹을 수 있는 양이 많아 편리합니다."
5067835,찹쌀 순대국,negative,34,이 제품은 신선하지 못한 이물질과 포장 불량 문제로 불만이 많습니다.
5067835,찹쌀 순대국,positive,58,"이 제품은 맛이 깔끔하고 국물이 진하며, 건더기가 많으며 맛이 좋습니다. 또한, 집에서 간편하게 끓여 먹을 수 있어 편리하고 양도 푸짐하여 가족 모두에게 적합합니다. 특히, 냄새가 거의 없으며 신선한 재료를 사용한 것 같고, 맛있는 데 돼지 털이 박혀 있어 좋으며 가격도 저렴하여 세일할 때마다 쟁여두는 사람들이 많습니다."
5068037,냉이 된장찌개,negative,30,"불만 사항과 문제점으로 요약한 내용은 다음과 같습니다.

1.  조개에 모래 같은 이물질이 씹히는 소리가 나며 두드러기 올라올까봐 걱정합니다.
2.  조개 껍질이 배송 중에 부서져서 오고, 모래까지 있어요.
3.  냉이 향이 약하고 바지락이 신선해 보이지도 않고 된장 향도 그닥합니다.
4.  재료들이 매우 작게 잘라져 있어서 비벼 먹어야 될 것 같은 두부 버섯 호박은 제가 더 넣었고 혼자 다 먹었습니다.
5.  냉이가 한 뿌리만 있어서 실망했습니다.
6.  냉이 된장찌개가 아니라 그냥 바지락 된장찌개였습니다."
5068037,냉이 된장찌개,positive,64,"냉이 된장찌개의 장점은 냉이와 바지락이 들어가 맛이 좋고, 냉이의 은은한 향이 좋으며, 시원하고 구수합니다."
5068792,착한들 한우사골곰탕 기획세트,negative,4,"이 제품은 다른 곰탕보다 느끼하고, 정육점의 곰탕과 섞어 끓여도 덜 느끼한 편입니다."
5068792,착한들 한우사골곰탕 기획세트,positive,90,"이 제품은 진한 국물과 고소한 맛이 특징입니다. 소금 간이 미리 되어 있어 각자 기호에 맞게 먹을 수 있습니다. 한우 사골 100을 믿고 먹는 제품으로, 맛있고 진한 국물이 특징입니다."
5068907,고기 설렁탕,negative,16,"이 제품은 기대와는 거리가 먼 맛과 양을 제공하는 것으로 보입니다. 기름이 많은 국물과 얇은 고기 슬라이스로 구성되어 있으며, 가게에서 먹는 것과는 차이가 있습니다. 배송 문제로 인해 스트레스를 받을 수 있습니다."
5068907,고기 설렁탕,positive,84,"이 제품은 신선한 재료로 만들어진 냉동 설렁탕으로, 집에서 간편하게 끓여 먹을 수 있어 편리하고 맛있다는 평이 많아요. 냉동 제품으로 끓이면 편리하고 간이 적당하여 소금 후추를 넣지 않아도 맛있게 먹을 수 있습니다."
5068908,고기 사골곰탕,negative,12,"이 제품은 맛이 좋지 않으며, 국물이 누렇고 양이 적다는 점에 대해 많은 불만이 있습니다."
5068908,고기 사골곰탕,positive,88,이 제품은 맛이 좋고 편리한 제품입니다. 고기 사골 곰탕은 특유의 고기 향이 있고 국물이 깔끔하고 고기가 부드럽습니다. 또한 양이 푸짐하고 냄새가 거의 없으며 신선한 재료가 사용된 것 같으며 기름기가 조금 있지만 맛이 좋고 저렴한 가격에 구매할 수 있어 만족스럽습니다.
5068968,곰탕,negative,20,고기 양이 적고 기름이 많은 불만족스러운 제품입니다.
5068968,곰탕,positive,76,"이 제품은 가격 대비 가성비가 좋으며, 맛있고 푸짐한 국물이 있으며, 냄새가 거의 없고 간이 적당하여 가족 모두에게 적합합니다."
5069790,이문 설렁탕,negative,12,이 제품은 가격이 비싸고 맛이 별로며 재구매 의사가 없다는 평이 있습니다.
5069790,이문 설렁탕,positive,84,이 제품은 가격대에 비해 맛있고 양도 많아서 좋다는 평이 많아요.
5070031,우리아이 된장찌개,negative,12,이 제품은 초등 저학년 아이에게 적합하지 않으며 맛도 별로이고 버섯이 많아 아이가 싫어하는 문제가 있습니다.
5070031,우리아이 된장찌개,positive,86,킨더 가든 국은 양이 많고 건더기가 많아 잘 먹기를 바라며 두 끼 정도 나눠 주기 좋은 양에 건더기가 듬뿍하여 구수하고 딱 좋은 된장찌개입니다.
5070193,한끼든든 편안한 소고기뭇국밥 (리뉴얼),negative,4,"이 제품은 맛이 괜찮지만 짜다는 불만이 있으며, 맛이 부족한 느낌을 받았다고 합니다."
5070193,한끼든든 편안한 소고기뭇국밥 (리뉴얼),positive,94,"이 제품은 간단한 식사용으로 적합하고, 세일하면 많이 구매하게 되며 좋아합니다."
5070615,소곱창전골,negative,36,이 제품은 냄새가 나고 맛이 변한 것 같아 불만족스러운 고객들의 의견이 많아요. 특히 우거지의 질겨서 삼키기 불편하고 잡내를 잡을 수 없다는 문제가 있어요.
5070615,소곱창전골,positive,64,이 제품은 가격이 저렴하고 맛이 좋아서 많은 사람들이 좋아해요. 집에서 쉽게 끓여 먹을 수 있고 양도 많아 가족 모두가 좋아하는 제품입니다.
5070616,더진한 부대찌개,negative,14,"이 제품은 냉동식품으로 해동 시 국물이 새는 문제가 있으며, 매콤하고 느끼한 맛이 강한 편이며, 부대찌개와는 다른 햄이 많이 들어가 있습니다."
5070616,더진한 부대찌개,positive,82,"부대찌개의 장점은 다음과 같습니다.

1.  맛있고 풍성한 맛을 제공합니다.
2.  국물 맛이 깔끔하고 가벼운 맛입니다.
3.  양이 적당하고 냉동실에 쉽게 보관할 수 있습니다."
5071449,갈빗살육개장 (1인분),negative,20,"이 제품은 유통기한이 짧은 1년 된 냉동된 음식을 먹는 것이 불편하고, 맛이 떨어지는 문제가 있습니다."
5071449,갈빗살육개장 (1인분),positive,70,"이 제품은 가격이 저렴하고 맛이 좋다는 평이 많습니다. 냉동 제품이지만 유통기한이 짧다는 점이 조금 불편하지만, 맛은 집에서 끓인 것처럼 느껴지는 편리한 제품입니다. 갈비와 고기가 들어가서 맛있고 건더기가 적어 편리합니다. 맛은 진하고 맵지 않으며 야채가 적습니다."
5072981,한방 반계탕,negative,18,"이 제품은 품질이 떨어지고, 불만이 많습니다. 키친타월과 머리카락이 들어있는 쓰레기와 함께 판매된다는 의혹이 있고, 국물은 녹말 물과 비슷하고 고기는 냄새가 나고 질기었습니다."
5072981,한방 반계탕,positive,80,"이 제품은 맛있고 편리한 한 끼 식사로 추천합니다. 냉동이 아닌 냉장 제품으로 해동할 필요가 없으며, 쫀득한 찹쌀 밥과 단단한 닭고기는 맛있으며, 간도 적당하고 죽도 양이 많습니다."
5074117,미역오이냉국,negative,34,"이 제품은 당뇨와 대사증의 원인이자 기폭제인 과당을 함유하고 있어 고객들이 꺼림직하다고 말하고 있습니다. 또한, 유럽과 동남아시아에서는 거의 사용되지 않지만 일본과 한국에서는 식품에 넣는다는 점을 지적하고 있습니다. 제품의 맛을 향상시키는 방향으로 발전하는 것이 바람직하다는 의견이 있습니다."
5074117,미역오이냉국,positive,60,"이 제품은 여름에 입맛이 없을 때 시원하고 새콤한 맛으로 잘 먹히며 가족 모두에게 적합합니다. 간이 쎄면 더 상쾌하고 개운하며, 소화 불량이 있는 분들에게 강추입니다."
5075636,마늘 닭도리탕,negative,80,"이 제품은 맛이 별로며, 고춧가루와 마늘의 국물이 짠맛이 강하고, 고기는 맛이 없으며, 냄새가 나서 좋지 않습니다."
5075636,마늘 닭도리탕,positive,12,간편하고 맛있는 닭도리탕을 집에서 쉽게 끓일 수 있는 제품입니다.
5077478,초계탕,negative,26,"이 제품은 가격이 비싼 편이며, 야채의 싱싱성과 양이 충분하지 않습니다. 또한, 닭 가슴살이 연한 맛이 나며, 육수 양이 적습니다. 야채의 상태가 좋지 않아 불만족한 점이 많습니다."
5077478,초계탕,positive,72,"이 제품은 가격에 비해 만족스럽고 맛있으며, 냄새가 없으며 국물이 시원하고 재료가 신선합니다."
5081516,삼계탕 900g (2개입),negative,6,"이 제품의 직접 조리된 제품이 가장 맛있다고 생각되며, 냉동 제품은 편리하지만 뼈가 으스러져 짜증이 나고 닭 비린내가 남는다는 단점이 있습니다."
5081516,삼계탕 900g (2개입),positive,92,"이 제품은 가격이 착한 편이고 맛도 좋으며, 집에서 간편하게 먹을 수 있어 좋지만, 유통기한이 짧다는 단점이 있습니다."
5082996,사골우거지국,negative,8,"이 제품은 맛이 별로고, 국물이 맛이 없으며, 조미료 맛이 너무 짠다는 의견이 많고, 우거지가 적은 것 같아 불만족스럽습니다."
5082996,사골우거지국,positive,90,"이 제품은 가격에 비해 좋은 가치가 있고, 맛있는 토핑이 많아 좋다는 평이 많습니다. 집에서 쉽게 끓여 먹을 수 있어 편리하고, 양도 충분하여 가족 모두에게 적합합니다."
5082997,시래기된장국,negative,4,"이 제품은 국물이 많고 건더기가 적다는 좋은 점이 있지만, 질감이 아쉬워서 불만을 느끼고 맛이 너무 짠다는 문제점이 있습니다."
5082997,시래기된장국,positive,90,"이 제품은 맛있고 편리한 제품입니다. 시래기 국은 맛있고, 간도 적당하며, 시래기도 부드럽고 좋습니다."
5082998,소고기무국,negative,12,"이 제품은 후추 맛이 강하고, 사진과 다른 고기 양, 찢어져 있는 고기, 푹서 씹히지 않는 무가 불만입니다."
5082998,소고기무국,positive,84,"이 제품은 집에서 간편하게 끓일 수 있고 맛이 좋으며 양도 푸짐합니다. 다른 제품의 국물 맛도 좋다는 평이 많으며, 세일로 좋은 가격에 구입한 후에도 만족스럽게 먹었습니다."
5082999,청국장 찌개,positive,100,이 제품은 맛있고 구수하다는 평이 많아요. 냉동으로 두부가 얼지 않는다는 점이 신기하다는 의견이 있습니다. 간단히 청국장 국물과 콩 정도 먹거나 재료를 더 추가하거나 그 재료로 끓이는 것도 좋습니다. 두부를 넣으면 맛이 더 좋아진다는 의견도 있습니다.
5083000,추어탕,negative,14,"이 제품은 불량으로 인해 불만족스러운 경험이 있었고, 벌레가 발견되었습니다. 또한, 평소에는 불량이 거의 없다는 의견이 있지만, 이 계절에 잠자리가 왜 나왔는지 모르는 점이 있습니다. 제품의 맛은 매콤하고, 소금 국과 비슷하다는 의견이 있지만, 재구매 의사는 없습니다."
5083000,추어탕,positive,82,"이 제품은 맛과 가성비가 좋으며, 간편하게 끓여 먹을 수 있어 만족합니다. 추어탕을 좋아하는 아이들이 잘 먹으며, 부추와 들깨 가루를 넣으면 더 맛있게 먹을 수 있습니다. 또한, 냄새가 나지 않고 맛이 좋으며 가성비가 좋은 제품으로 가족 모두에게 적합합니다."
5083242,신선설농탕 고기 설렁탕 6입 세트,negative,8,이 제품은 냉동 제품으로 유통기한이 없다는 불만이 많고 일부 고객분들이 녹아버린 제품을 받았으며 재 냉동하기도 불편하다는 의견이 있습니다.
5083242,신선설농탕 고기 설렁탕 6입 세트,positive,92,"이 제품은 가격 대비 가성비가 좋고, 선물용으로도 적합한 포장이 돼서 만족스러운 평이 많아요. 집에서 간편하게 끓여 먹을 수 있어서 편리하고 양도 푸짐해서 가족 모두에게 적합해요."
5093931,한우 미역국,negative,16,"이 제품은 맛이 있지만, 많은 불만이 있습니다. 노란 거품이 많이 떠서, 양이 적고 고기가 거의 없다는 것이 문제입니다. 간이 쎄고, 참기름 향이 강해서 불만족스럽습니다."
5093931,한우 미역국,positive,78,"이 제품은 맛이 뛰어나고 양도 풍부한 미역국 중 가장 맛있는 제품입니다. 고기는 진하고 비린내가 없으며, 미역은 부드럽고 맛있어요. 간이 짧지만 오래 끓이면 짠맛이 줄어들고, 미역을 더해 끓이면 맛이 좋습니다. 유통 기간이 길다는 의견도 있지만, 맛과 가격이 좋으니 자주 구매하는 제품입니다."
5094273,만두전골,negative,10,"이 제품은 포장과 배송에 신경을 쓰지 않아 재료가 깨져서 사용할 수 없다는 불만이 많고, 야채가 시들어 있다는 문제가 있습니다."
5094273,만두전골,positive,90,이 제품은 맛있고 신선한 재료로 만든 만두전골로 만족스러운 평이 많아요. 간편하고 푸짐해서 가족 모두에게 적합합니다. 만두와 야채가 다양하게 들어있어 맛있게 먹을 수 있고 담백한 맛이 좋아요.
5095131,고래사 어묵탕,negative,16,"이 제품은 좋은 평가를 받지 못하고 있습니다. 양이 적고 맛이 별로며 비싸다는 의견이 많습니다. 또한, 소스가 터져서 배달되는 문제와 매운 맛이 싫어하는 사람들에게 추천하지 않는다는 의견이 있습니다."
5095131,고래사 어묵탕,positive,82,이 제품은 가격대비 가성비가 좋고 맛이 풍부하다는 평이 많습니다. 또한 편리하고 양도 충분하여 가족 모두에게 적합한 제품입니다.
5095132,고래사 매콤 어묵탕,negative,18,"이 제품은 가격이 비싸고 어묵이 크고 양이 적다는 단점이 있으며, 매콤한 맛이 기대와 달랐다고 합니다."
5095132,고래사 매콤 어묵탕,positive,76,"이 제품은 맛있는 어묵탕을 제공하는 제품입니다. 칼칼하고 매콤한 국물과 어묵, 야채가 잘 어울려서 맛있게 먹을 수 있습니다. 어묵을 자르면 생각보다 많아져서 충분히 먹을 수 있습니다."
5095179,정통 순두부찌개 KIT,negative,2,"이 제품은 저렴한 가격이 있지만, 품질이 좋지 않다."
5095179,정통 순두부찌개 KIT,positive,92,"이 제품은 가격에 비해 좋은 가성비를 가지고 있으며, 풍부한 토핑으로 맛이 좋고, 집에서 간단하게 끓일 수 있어 편리하며, 양도 충분해서 가족 모두에게 적합합니다."
5095180,얼큰 순두부찌개 KIT,negative,6,이 제품은 맛이 좋고 편리한 형태로 제공됩니다.
5095180,얼큰 순두부찌개 KIT,positive,92,"이 제품은 가격이 착하고 맛있으며, 토핑도 풍부하여 가족 모두에게 적합한 제품입니다."
5095731,소고기 알꼬리 800g (냉동),negative,20,"이 제품은 가격이 비싸고, 소의 털이 많고 기름이 많이 나서 먹기 불편하다는 점이 불만입니다."
5095731,소고기 알꼬리 800g (냉동),positive,80,"이 제품은 가격대에 비해 좋은 가성비를 가지고 있으며 맛이 좋습니다. 또한, 집에서 간편하게 끓일 수 있어 편리하고 양도 충분하여 가족 모두에게 적합합니다. 다만, 유통기한이 짧아 버리는 경우가 있다는 단점이 있습니다."
